0,3,2,11,-1,0.0
1,3,3,11,2,0.0
2,3,3,12,1,0.0
3,3,2,12,0,0.0
4,3,3,12,2,0.0
5,3,3,13,1,0.0
6,3,4,13,2,0.0
7,3,3,13,0,0.0
8,3,4,13,2,0.0
9,3,4,14,1,0.0
10,3,5,14,2,0.05
11,3,5,13,3,0.0
12,3,6,13,2,0.0
13,3,6,12,3,0.0
14,3,6,11,3,0.0
15,3,7,11,2,0.0
16,3,7,12,1,0.0
17,3,7,11,3,0.0
18,3,8,11,2,0.0
19,3,9,11,2,0.0
20,3,9,10,3,0.0
21,3,9,10,2,-0.005
22,3,9,10,2,1.005
23,3,9,9,3,0.0
24,3,9,9,3,-0.001
25,3,9,9,3,-0.001
26,3,9,9,3,-0.001
27,3,9,9,3,-0.001
28,3,9,9,3,-0.001
29,3,9,9,3,-0.001
30,3,9,9,3,-0.001
31,3,9,9,3,-0.001
32,3,9,9,3,-0.001
33,3,8,9,0,0.0
34,3,8,8,3,0.0
35,3,9,8,2,0.05
36,3,9,8,1,-0.001
37,3,9,9,1,0.0
38,3,9,10,1,0.0
39,3,9,10,2,1.005
40,3,9,11,1,0.0
41,3,8,11,0,0.0
42,3,9,11,2,0.0
43,3,8,11,0,0.0
44,3,8,12,1,0.0
45,3,8,13,1,0.05
46,3,8,13,3,-0.001
47,3,8,13,3,-0.001
48,3,8,12,3,0.0
49,3,8,12,2,-0.001
50,3,9,12,2,0.0
51,3,10,12,2,0.0
52,3,10,11,3,0.0
53,3,10,11,3,1.005
54,3,9,11,0,0.0
55,3,8,11,0,0.0
56,3,7,11,0,0.0
57,3,6,11,0,0.0
58,3,5,11,0,0.05
59,3,6,11,2,0.0
60,3,7,11,2,0.0
61,3,8,11,2,0.0
62,3,8,11,2,-0.001
63,3,8,11,2,-0.001
64,3,9,11,2,0.0
65,3,9,10,3,0.0
66,3,9,10,2,1.005
67,3,9,9,3,0.0
68,3,9,8,3,0.0
69,3,9,7,3,0.0
70,3,9,6,3,0.0
71,3,9,5,3,0.0
72,3,8,5,0,0.0
73,3,7,5,0,0.05
74,3,8,5,2,0.0
75,3,8,6,1,0.0
76,3,8,7,1,0.0
77,3,8,7,1,-0.001
78,3,8,8,1,0.0
79,3,8,9,1,0.0
80,3,9,9,2,0.0
81,3,9,10,1,0.0
82,3,9,10,2,-0.005
83,3,9,10,2,1.005
84,3,8,10,0,0.0
85,3,7,10,0,0.0
86,3,6,10,0,0.0
87,3,5,10,0,0.0
88,3,4,10,0,0.0
89,3,3,10,0,0.05
90,3,4,10,2,0.0
91,3,5,10,2,0.0
92,3,6,10,2,0.0
93,3,6,9,3,0.0
94,3,6,8,3,0.0
95,3,6,9,1,0.0
96,3,7,9,2,0.0
97,3,8,9,2,0.0
98,3,8,10,1,0.0
99,3,9,10,2,0.0
100,3,9,10,2,1.005
101,3,9,11,1,0.0
102,3,8,11,0,0.0
103,3,7,11,0,0.0
104,3,6,11,0,0.0
105,3,6,10,3,0.0
106,3,5,10,0,0.0
107,3,4,10,0,0.0
108,3,3,10,0,0.0
109,3,2,10,0,0.05
110,3,3,10,2,0.0
111,3,4,10,2,0.0
112,3,5,10,2,0.0
113,3,6,10,2,0.0
114,3,6,11,1,0.0
115,3,7,11,2,0.0
116,3,8,11,2,0.0
117,3,9,11,2,0.0
118,3,10,11,2,0.0
119,3,10,11,3,1.005
120,3,9,11,0,0.0
121,3,9,10,3,0.0
122,3,8,10,0,0.0
123,3,7,10,0,0.0
124,3,7,9,3,0.0
125,3,6,9,0,0.0
126,3,5,9,0,0.0
127,3,5,10,1,0.0
128,3,5,11,1,0.0
129,3,5,10,3,0.0
130,3,4,10,0,0.0
131,3,3,10,0,0.0
132,3,2,10,0,0.0
133,3,1,10,0,0.05
134,3,2,10,2,0.0
135,3,3,10,2,0.0
136,3,4,10,2,0.0
137,3,5,10,2,0.0
138,3,6,10,2,0.0
139,3,7,10,2,0.0
140,3,8,10,2,0.0
141,3,9,10,2,0.0
142,3,9,11,1,0.0
143,3,10,11,2,0.0
144,3,10,11,3,1.005
145,3,9,11,0,0.0
146,3,8,11,0,0.0
147,3,7,11,0,0.0
148,3,8,11,2,0.0
149,3,8,10,3,0.0
150,3,8,11,1,0.0
151,3,8,10,3,0.0
152,3,8,9,3,0.0
153,3,8,10,1,0.0
154,3,7,10,0,0.0
155,3,7,9,3,0.0
156,3,7,10,1,0.0
157,3,7,11,1,0.0
158,3,7,12,1,0.0
159,3,8,12,2,0.0
160,3,7,12,0,0.0
161,3,7,11,3,0.0
162,3,6,11,0,0.0
163,3,6,12,1,0.0
164,3,5,12,0,0.0
165,3,4,12,0,0.0
166,3,4,13,1,0.0
167,3,4,12,3,0.0
168,3,4,13,1,0.0
169,3,3,13,0,0.0
170,3,2,13,0,0.05
171,3,2,12,3,0.0
172,3,2,13,1,0.0
173,3,2,12,3,0.0
174,3,3,12,2,0.0
175,3,4,12,2,0.0
176,3,5,12,2,0.0
177,3,6,12,2,0.0
178,3,7,12,2,0.0
179,3,7,11,3,0.0
180,3,8,11,2,0.0
181,3,9,11,2,0.0
182,3,9,10,3,0.0
183,3,9,10,2,-0.005
184,3,9,10,2,1.005
185,3,8,10,0,0.0
186,3,8,9,3,0.0
187,3,8,8,3,0.0
188,3,9,8,2,0.0
189,3,10,8,2,0.0
190,3,11,8,2,0.0
191,3,11,7,3,0.0
192,3,12,7,2,0.0
193,3,13,7,2,0.0
194,3,14,7,2,0.0
195,3,14,6,3,0.0
196,3,14,5,3,0.0
197,3,14,4,3,0.0
198,3,14,3,3,0.05
199,3,14,4,1,0.0
200,3,14,5,1,0.0
201,3,14,6,1,0.0
202,3,14,7,1,0.0
203,3,14,8,1,0.0
204,3,14,8,1,-0.001
205,3,14,9,1,0.0
206,3,14,10,1,0.0
207,3,13,10,0,0.0
208,3,12,10,0,0.0
209,3,11,10,0,0.0
210,3,11,11,1,0.0
211,3,11,10,3,0.0
212,3,11,9,3,0.0
213,3,11,10,1,0.0
214,3,11,11,1,0.0
215,3,10,11,0,0.0
216,3,10,11,3,1.005
217,3,11,11,2,0.0
218,3,12,11,2,0.0
219,3,12,12,1,0.0
220,3,13,12,2,0.0
221,3,13,13,1,0.0
222,3,14,13,2,0.0
223,3,13,13,0,0.0
224,3,14,13,2,0.0
225,3,13,13,0,0.0
226,3,14,13,2,0.0
227,3,13,13,0,0.0
228,3,14,13,2,0.0
229,3,13,13,0,0.0
230,3,14,13,2,0.0
231,3,13,13,0,0.0
232,3,14,13,2,0.0
233,3,13,13,0,0.0
234,3,14,13,2,0.0
235,3,13,13,0,0.0
236,3,14,13,2,0.0
237,3,13,13,0,0.0
238,3,14,13,2,0.0
239,3,13,13,0,0.0
240,3,14,13,2,0.0
241,3,13,13,0,0.0
242,3,14,13,2,0.0
243,3,14,12,3,0.0
244,3,15,12,2,0.0
245,3,16,12,2,0.0
246,3,17,12,2,0.0
247,3,18,12,2,0.05
248,3,17,12,0,0.0
249,3,16,12,0,0.0
250,3,17,12,2,0.0
251,3,16,12,0,0.0
252,3,15,12,0,0.0
253,3,14,12,0,0.0
254,3,13,12,0,0.0
255,3,13,12,0,-0.001
256,3,12,12,0,0.0
257,3,11,12,0,0.0
258,3,10,12,0,0.0
259,3,10,11,3,0.0
260,3,10,11,3,-0.005
261,3,10,11,3,1.005
262,3,10,11,1,-0.001
263,3,10,11,0,-0.001
264,3,10,12,1,0.0
265,3,10,13,1,0.0
266,3,10,12,3,0.0
267,3,10,13,1,0.0
268,3,11,13,2,0.0
269,3,11,14,1,0.0
270,3,11,15,1,0.0
271,3,11,16,1,0.0
272,3,12,16,2,0.0
273,3,13,16,2,0.0
274,3,13,17,1,0.0
275,3,14,17,2,0.0
276,3,14,18,1,0.05
277,3,13,18,0,0.0
278,3,13,17,3,0.0
279,3,13,16,3,0.0
280,3,13,15,3,0.0
281,3,13,14,3,0.0
282,3,13,15,1,0.0
283,3,13,14,3,0.0
284,3,12,14,0,0.0
285,3,12,13,3,0.0
286,3,13,13,2,0.0
287,3,13,12,3,0.0
288,3,12,12,0,0.0
289,3,11,12,0,0.0
290,3,10,12,0,0.0
291,3,10,11,3,0.0
292,3,10,11,3,1.005
293,3,9,11,0,0.0
294,3,9,11,0,-0.001
295,3,9,10,3,0.0
296,3,9,11,1,0.0
297,3,10,11,2,0.0
298,3,10,12,1,0.0
299,3,10,13,1,0.0
300,3,10,12,3,0.0
301,3,11,12,2,0.0
302,3,11,13,1,0.0
303,3,11,12,3,0.0
304,3,10,12,0,0.0
305,3,10,13,1,0.0
306,3,11,13,2,0.0
307,3,11,14,1,0.0
308,3,10,14,0,0.0
309,3,9,14,0,0.0
310,3,9,13,3,0.0
